job_id,act_calibration,act_equalization,act_equalization_alpha,beta,bias_corr,checkpoint_name,compile_eval,compile_ptq,config,convert_layernorm_to_rmsnorm,dataset,dtype,eval,export_prefix,export_target,few_shot_eval,few_shot_limit,few_shot_override_batch_size,few_shot_tasks,few_shot_zeroshot,functional_sdpa_quant,fuse_sequences,gamma,gpfq,gptq,gpxq_act_order,gpxq_block_name,gpxq_create_weight_orig,gpxq_max_accumulator_bit_width,gpxq_max_accumulator_tile_size,gpxq_use_quant_activations,gradient_accumulation_steps,gradient_checkpointing,help,input_bit_width,input_group_size,input_param_method,input_quant_format,input_quant_granularity,input_quant_type,input_scale_precision,input_scale_type,kv_quant_granularity,kv_quant_type,learned_round,learned_round_fast_update,learned_round_iters,learned_round_lr,learned_round_scale,learned_round_scale_lr,learned_round_scale_momentum,learning_rate,ln_affine_merge,load_awq,load_checkpoint,log_on_each_node,logging_steps,lr_scheduler_type,max_steps,model,no_quantize,nsamples,nsamples_rot_calibration,optimize_rotations,per_device_train_batch_size,quant_sdpa,quantize_input_zero_point,quantize_last_layer,quantize_weight_zero_point,replace_mha,replace_rmsnorm,rotation,rotation_layers_to_expand,rotation_mode,rotation_orphan_sink,rotation_sdpa_regions,save_safetensors,scale_rounding_func_type,scaling_min_val,seed,seqlen,stiefel_optimizer,svd_quant,svd_quant_iters,svd_quant_rank,temperature,use_distillation_loss,weight_bit_width,weight_decay,weight_equalization,weight_group_dim,weight_group_size,weight_param_method,weight_quant_format,weight_quant_granularity,weight_quant_type,weight_scale_precision,elapsed_time,status,retry_number,brevitas_version,torch_version,float_ppl,quant_ppl,"piqa_acc_stderr,none","arc_challenge_acc_norm_stderr,none","arc_challenge_acc,none","arc_easy_acc_stderr,none","piqa_acc_norm_stderr,none","arc_easy_acc_norm,none","winogrande_acc_stderr,none","arc_easy_acc,none","arc_challenge_acc_stderr,none","piqa_acc,none","winogrande_acc,none","piqa_acc_norm,none","arc_challenge_acc_norm,none","arc_easy_acc_norm_stderr,none"
d31dc78ab1e99738d46345e22bcaf65d,False,,0.5,0.5,False,,True,False,,False,wikitext2,float32,True,,,lm_eval,,,"['arc_challenge', 'arc_easy', 'winogrande', 'piqa']",False,False,False,0.1,False,False,False,,False,,,False,8,True,==SUPPRESS==,,64,stats,int,per_tensor,asym,float_scale,static,,,,False,200,0.005,False,0.01,0.9,0.005,False,,False,False,10,cosine,100,meta-llama/Llama-3.2-1B,False,128,800,True,1,False,False,False,False,False,True,fused_no_fx,[],had,True,True,False,,0.0001,0,2048,riemann_adam,False,1,32,2.0,True,3,0.0,False,,128,stats,int,per_group,sym,float_scale,4118.221389532089,successful,1,0.11.1.dev108+ged46276c,2.6.0+rocm6.2.4,8.78091812133789,4.78999505050174e+32,0.01165476861856007,0.012352507042617396,0.20733788395904437,0.008839902656771863,0.011663330673075898,0.24368686868686867,0.014042813708888378,0.24621212121212122,0.011846905782971371,0.5217627856365615,0.5185477505919495,0.5103373231773667,0.23293515358361774,0.00880917174472056
64af7eba26962f2703650f9f134007a3,False,,0.5,0.5,False,,True,False,,False,wikitext2,float32,True,,,lm_eval,,,"['arc_challenge', 'arc_easy', 'winogrande', 'piqa']",False,False,False,0.9,False,False,False,,False,,,False,8,True,==SUPPRESS==,,64,stats,int,per_tensor,asym,float_scale,static,,,,False,200,0.005,False,0.01,0.9,0.1,False,,False,False,10,cosine,100,meta-llama/Llama-3.2-1B,False,128,800,True,1,False,False,False,False,False,True,fused_no_fx,[],had,True,True,False,,0.0001,0,2048,riemann_sgd,False,1,32,2.0,True,3,0.0,False,,128,stats,int,per_group,sym,float_scale,4102.544290065765,successful,1,0.11.1.dev108+ged46276c,2.6.0+rocm6.2.4,8.78091812133789,12.896236419677734,0.011177909079261191,0.01327307786590759,0.25170648464163825,0.01013188249819313,0.011339019654272345,0.390993265993266,0.013983928869040235,0.4212962962962963,0.012682496334042965,0.6430903155603918,0.5493291239147593,0.6175190424374319,0.2909556313993174,0.010012992232540615
75cbba4fe41dbc52c376e4ea27a73cd1,False,,0.5,0.5,False,,True,False,,False,wikitext2,float32,True,,,lm_eval,,,"['arc_challenge', 'arc_easy', 'winogrande', 'piqa']",False,False,False,0.9,False,False,False,,False,,,False,8,True,==SUPPRESS==,,64,stats,int,per_tensor,asym,float_scale,static,,,,False,200,0.005,False,0.01,0.9,0.02,False,,False,False,10,cosine,100,meta-llama/Llama-3.2-1B,False,128,800,True,1,False,False,False,False,False,True,fused_no_fx,[],had,True,True,False,,0.0001,0,2048,riemann_adam,False,1,32,2.0,True,3,0.0,False,,128,stats,int,per_group,sym,float_scale,4063.0324165821075,successful,1,0.11.1.dev108+ged46276c,2.6.0+rocm6.2.4,8.78091812133789,inf,0.011649900854263422,0.01305716965576184,0.2098976109215017,0.008741163824469189,0.01165686997928846,0.25,0.01405090552122858,0.2382154882154882,0.011900548748047439,0.5261153427638737,0.5074980268350434,0.4804134929270947,0.27559726962457337,0.008885233166386385
695bec340db90bd85f9d3ef4ad98e349,False,,0.5,0.5,False,,True,False,,False,wikitext2,float32,True,,,lm_eval,,,"['arc_challenge', 'arc_easy', 'winogrande', 'piqa']",False,False,False,1.0,False,False,False,,False,,,False,8,True,==SUPPRESS==,,64,stats,int,per_tensor,asym,float_scale,static,,,,False,200,0.005,False,0.01,0.9,0.5,False,,False,False,10,cosine,100,meta-llama/Llama-3.2-1B,False,128,800,True,1,False,False,False,False,False,True,fused_no_fx,[],had,True,True,False,,0.0001,0,2048,riemann_sgd,False,1,32,2.0,True,3,0.0,False,,128,stats,int,per_group,sym,float_scale,4092.301805973053,successful,1,0.11.1.dev108+ged46276c,2.6.0+rocm6.2.4,8.78091812133789,2925.409423828125,0.011648545262429023,0.012889272949313366,0.20477815699658702,0.00885511441483471,0.011664656918145945,0.25673400673400676,0.014050170094497704,0.2474747474747475,0.011792544338513402,0.5272034820457019,0.4909234411996843,0.5070729053318824,0.2645051194539249,0.008963590834042407
27afbd6d42df349bb2cc7c1a502e9379,False,,0.5,0.5,False,,True,False,,False,wikitext2,float32,True,,,lm_eval,,,"['arc_challenge', 'arc_easy', 'winogrande', 'piqa']",False,False,False,0.5,False,False,False,,False,,,False,8,True,==SUPPRESS==,,64,stats,int,per_tensor,asym,float_scale,static,,,,False,200,0.005,False,0.01,0.9,0.5,False,,False,False,10,cosine,100,meta-llama/Llama-3.2-1B,False,128,800,True,1,False,False,False,False,False,True,fused_no_fx,[],had,True,True,False,,0.0001,0,2048,riemann_sgd,False,1,32,2.0,True,3,0.0,False,,128,stats,int,per_group,sym,float_scale,3978.922930955887,successful,1,0.11.1.dev108+ged46276c,2.6.0+rocm6.2.4,8.78091812133789,2008.14111328125,0.011654208652596467,0.012766923794116801,0.21928327645051193,0.009034514898865831,0.01166538214464239,0.26052188552188554,0.014050905521228577,0.26304713804713803,0.012091245787615734,0.5223068552774756,0.4925019731649566,0.5043525571273123,0.2568259385665529,0.009006435890336588
ff09b668220f0b57f77eece0dc4ec36a,False,,0.5,0.5,False,,True,False,,False,wikitext2,float32,True,,,lm_eval,,,"['arc_challenge', 'arc_easy', 'winogrande', 'piqa']",False,False,False,1.0,False,False,False,,False,,,False,8,True,==SUPPRESS==,,64,stats,int,per_tensor,asym,float_scale,static,,,,False,200,0.005,False,0.01,0.9,0.05,False,,False,False,10,cosine,100,meta-llama/Llama-3.2-1B,False,128,800,True,1,False,False,False,False,False,True,fused_no_fx,[],had,True,True,False,,0.0001,0,2048,riemann_sgd,False,1,32,2.0,True,3,0.0,False,,128,stats,int,per_group,sym,float_scale,3991.608326435089,successful,1,0.11.1.dev108+ged46276c,2.6.0+rocm6.2.4,8.78091812133789,13.290525436401367,0.011211397313020377,0.013329750293382316,0.25,0.010123487160167812,0.011363095931902852,0.39730639730639733,0.013996485037729779,0.4187710437710438,0.012653835621466646,0.6381936887921654,0.5445935280189423,0.6131664853101197,0.295221843003413,0.01004105307888428
4e9a6611749fffb3a7158b630355f47e,False,,0.5,0.5,False,,True,False,,False,wikitext2,float32,True,,,lm_eval,,,"['arc_challenge', 'arc_easy', 'winogrande', 'piqa']",False,False,False,0.1,False,False,False,,False,,,False,8,True,==SUPPRESS==,,64,stats,int,per_tensor,asym,float_scale,static,,,,False,200,0.005,False,0.01,0.9,1.5,False,,False,False,10,cosine,100,meta-llama/Llama-3.2-1B,False,128,800,True,1,False,False,False,False,False,True,fused_no_fx,[],had,True,True,False,,0.0001,0,2048,,False,1,32,2.0,True,3,0.0,False,,128,stats,int,per_group,sym,float_scale,3996.9208092689514,successful,1,0.11.1.dev108+ged46276c,2.6.0+rocm6.2.4,8.78091812133789,13.843185424804688,0.01123302183055483,0.013340916085246258,0.25426621160409557,0.010137328382209094,0.011287972563201023,0.390993265993266,0.0139626949076204,0.42297979797979796,0.012724999945157751,0.6349292709466812,0.5564325177584846,0.6262241566920566,0.2960750853242321,0.01001299223254062
e47e53a7978705199bba7e6c25bd686a,False,,0.5,0.5,False,,True,False,,False,wikitext2,float32,True,,,lm_eval,,,"['arc_challenge', 'arc_easy', 'winogrande', 'piqa']",False,False,False,0.9,False,False,False,,False,,,False,8,True,==SUPPRESS==,,64,stats,int,per_tensor,asym,float_scale,static,,,,False,200,0.005,False,0.01,0.9,0.1,False,,False,False,10,cosine,100,meta-llama/Llama-3.2-1B,False,128,800,True,1,False,False,False,False,False,True,fused_no_fx,[],had,True,True,False,,0.0001,0,2048,riemann_adam,False,1,32,2.0,True,3,0.0,False,,128,stats,int,per_group,sym,float_scale,3964.4650008678436,successful,1,0.11.1.dev108+ged46276c,2.6.0+rocm6.2.4,8.78091812133789,inf,0.011653634832401179,0.012835523909473835,0.21416382252559726,0.008834809366391486,0.011662778026451675,0.26052188552188554,0.014050905521228577,0.24579124579124578,0.011988383205966497,0.5228509249183896,0.5074980268350434,0.4885745375408052,0.26109215017064846,0.009006435890336591
db0f60c9b68f0daf8e402135d350affc,False,,0.5,0.5,False,,True,False,,False,wikitext2,float32,True,,,lm_eval,,,"['arc_challenge', 'arc_easy', 'winogrande', 'piqa']",False,False,False,0.0,False,False,False,,False,,,False,8,True,==SUPPRESS==,,64,stats,int,per_tensor,asym,float_scale,static,,,,False,200,0.005,False,0.01,0.9,0.5,False,,False,False,10,cosine,100,meta-llama/Llama-3.2-1B,False,128,800,True,1,False,False,False,False,False,True,fused_no_fx,[],had,True,True,False,,0.0001,0,2048,riemann_sgd,False,1,32,2.0,True,3,0.0,False,,128,stats,int,per_group,sym,float_scale,4002.808282852173,successful,1,0.11.1.dev108+ged46276c,2.6.0+rocm6.2.4,8.78091812133789,9.794414468920625e+33,0.011609747200733071,0.012724999945157757,0.22866894197952217,0.008793651516485073,0.011651830225709979,0.24368686868686867,0.01405017009449771,0.24242424242424243,0.012272853582540806,0.5489662676822633,0.5090765588003157,0.5244831338411317,0.25426621160409557,0.00880917174472056
9fdd23464b8b60497efeff92d875c85d,False,,0.5,0.5,False,,True,False,,False,wikitext2,float32,True,,,lm_eval,,,"['arc_challenge', 'arc_easy', 'winogrande', 'piqa']",False,False,False,0.9,False,False,False,,False,,,False,8,True,==SUPPRESS==,,64,stats,int,per_tensor,asym,float_scale,static,,,,False,200,0.005,False,0.01,0.9,0.005,False,,False,False,10,cosine,100,meta-llama/Llama-3.2-1B,False,128,800,True,1,False,False,False,False,False,True,fused_no_fx,[],had,True,True,False,,0.0001,0,2048,riemann_adam,False,1,32,2.0,True,3,0.0,False,,128,stats,int,per_group,sym,float_scale,4018.234193086624,successful,1,0.11.1.dev108+ged46276c,2.6.0+rocm6.2.4,8.78091812133789,10222031601664.0,0.011651830225709977,0.012821930225112564,0.22525597269624573,0.008977970005203404,0.011665264730078142,0.25462962962962965,0.014052481306049516,0.257996632996633,0.01220783999540731,0.5244831338411317,0.4996053670086819,0.49510337323177367,0.26023890784982934,0.008939407288589399
